alert_id,timestamp,route_id,trip_id,risk_level,risk_score,alert_title,summary,key_findings,evidence,affected_route,affected_trip,affected_segment,estimated_revenue_impact_inr,confidence,recommended_action,dominant_explanation_type,status,version
ALT-FEBFEAF3685F,2026-08-31T04:21:56.084053+00:00,1324,10161,NORMAL,0.2841,Nominal Operating Status — Route 1324,Trip 10161 operates within nominal baseline parameters (risk score 0.28).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹665.00 (Deficit: ₹89.91, 11.9%)', 'Expected Passengers: 67 | Reported Passengers: 60 (Difference: 7, 11.1%)', 'Multi-factor Risk Score: 0.2841 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9552']","{'expected_passengers': 67.5, 'reported_passengers': 60.0, 'passenger_difference': 7.5, 'passenger_pct_difference': 11.08, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 665.0, 'revenue_difference_inr': 89.91, 'revenue_pct_difference': 11.91, 'anomaly_score': 0.9552, 'risk_score': 0.2841, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10161,,89.91,0.9552,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-90A476A1C651,2026-08-31T04:21:56.084119+00:00,1324,10162,NORMAL,0.243,Nominal Operating Status — Route 1324,Trip 10162 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹895.00 | Reported Revenue: ₹895.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 71 | Reported Passengers: 71 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2430 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9720']","{'expected_passengers': 71.0, 'reported_passengers': 71.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 895.0, 'reported_revenue_inr': 895.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.972, 'risk_score': 0.243, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10162,,0.0,0.972,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-C2EC6FF60044,2026-08-31T04:21:56.084178+00:00,1324,10163,MONITOR,0.3404,Revenue Deficit Alert — Route 1324,Trip 10163 on Route 1324 reported a revenue deficit of ₹173.91 (-23.0%) relative to expected diurnal baseline.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹581.00 (Deficit: ₹173.91, 23.0%)', 'Expected Passengers: 67 | Reported Passengers: 53 (Difference: 14, 21.4%)', 'Multi-factor Risk Score: 0.3404 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9548']","{'expected_passengers': 67.5, 'reported_passengers': 53.0, 'passenger_difference': 14.5, 'passenger_pct_difference': 21.43, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 581.0, 'revenue_difference_inr': 173.91, 'revenue_pct_difference': 23.04, 'anomaly_score': 0.9548, 'risk_score': 0.3404, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10163,,173.91,0.9548,Include Route 1324 Trip 10163 in automated telemetry monitoring queue for subsequent schedules.,REVENUE_DISCREPANCY,OPEN,1.0.0
ALT-11E36647D477,2026-08-31T04:21:56.084236+00:00,1324,10164,MONITOR,0.3042,Operational Review Alert — Route 1324,Trip 10164 on Route 1324 triggered operational monitoring with composite risk score 0.30.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹668.00 (Deficit: ₹86.91, 11.5%)', 'Expected Passengers: 60 | Reported Passengers: 53 (Difference: 7, 12.0%)', 'Multi-factor Risk Score: 0.3042 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9511']","{'expected_passengers': 60.2, 'reported_passengers': 53.0, 'passenger_difference': 7.2, 'passenger_pct_difference': 12.0, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 668.0, 'revenue_difference_inr': 86.91, 'revenue_pct_difference': 11.51, 'anomaly_score': 0.9511, 'risk_score': 0.3042, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10164,,86.91,0.9511,Include Route 1324 Trip 10164 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-B9BC629F68F1,2026-08-31T04:21:56.084292+00:00,1324,10165,MONITOR,0.3337,Operational Review Alert — Route 1324,Trip 10165 on Route 1324 triggered operational monitoring with composite risk score 0.33.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹604.00 (Deficit: ₹150.91, 20.0%)', 'Expected Passengers: 65 | Reported Passengers: 52 (Difference: 13, 19.4%)', 'Multi-factor Risk Score: 0.3337 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9524']","{'expected_passengers': 64.5, 'reported_passengers': 52.0, 'passenger_difference': 12.5, 'passenger_pct_difference': 19.44, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 604.0, 'revenue_difference_inr': 150.91, 'revenue_pct_difference': 19.99, 'anomaly_score': 0.9524, 'risk_score': 0.3337, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10165,,150.91,0.9524,Include Route 1324 Trip 10165 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-828FEE760318,2026-08-31T04:21:56.084349+00:00,1324,10166,MONITOR,0.3625,Revenue Deficit Alert — Route 1324,Trip 10166 on Route 1324 reported a revenue deficit of ₹168.91 (-22.4%) relative to expected diurnal baseline.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹586.00 (Deficit: ₹168.91, 22.4%)', 'Expected Passengers: 60 | Reported Passengers: 46 (Difference: 14, 23.4%)', 'Multi-factor Risk Score: 0.3625 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9621']","{'expected_passengers': 60.0, 'reported_passengers': 46.0, 'passenger_difference': 14.0, 'passenger_pct_difference': 23.39, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 586.0, 'revenue_difference_inr': 168.91, 'revenue_pct_difference': 22.37, 'anomaly_score': 0.9621, 'risk_score': 0.3625, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10166,,168.91,0.9621,Include Route 1324 Trip 10166 in automated telemetry monitoring queue for subsequent schedules.,REVENUE_DISCREPANCY,OPEN,1.0.0
ALT-4DACFD74071B,2026-08-31T04:21:56.084405+00:00,1324,10167,MONITOR,0.3977,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10167 on Route 1324 recorded 43 passengers (expected 62, -30.6%) and ₹527.00 revenue (expected ₹754.91, -30.2%).","['Expected Revenue: ₹754.91 | Reported Revenue: ₹527.00 (Deficit: ₹227.91, 30.2%)', 'Expected Passengers: 62 | Reported Passengers: 43 (Difference: 19, 30.6%)', 'Multi-factor Risk Score: 0.3977 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9687']","{'expected_passengers': 61.9, 'reported_passengers': 43.0, 'passenger_difference': 18.9, 'passenger_pct_difference': 30.58, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 527.0, 'revenue_difference_inr': 227.91, 'revenue_pct_difference': 30.19, 'anomaly_score': 0.9687, 'risk_score': 0.3977, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10167,,227.91,0.9687,Include Route 1324 Trip 10167 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-2AC0B3251991,2026-08-31T04:21:56.084465+00:00,1324,10168,MONITOR,0.5569,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 66.5% spatial confidence (estimated impact: ₹494.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹260.00 (Deficit: ₹494.91, 65.6%)', 'Expected Passengers: 101 | Reported Passengers: 60 (Difference: 41, 40.7%)', 'Multi-factor Risk Score: 0.5569 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9897', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.66)']","{'expected_passengers': 101.1, 'reported_passengers': 60.0, 'passenger_difference': 41.1, 'passenger_pct_difference': 40.68, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 260.0, 'revenue_difference_inr': 494.91, 'revenue_pct_difference': 65.56, 'anomaly_score': 0.9897, 'risk_score': 0.5569, 'localization_confidence': 0.6647, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10168,22645_PF3 -> 21173 (Seq 1-37),494.91,0.9897,Include Route 1324 Trip 10168 in automated telemetry monitoring queue for subsequent schedules.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-0D37C2F811FA,2026-08-31T04:21:56.084524+00:00,1324,10169,MONITOR,0.4045,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10169 on Route 1324 recorded 45 passengers (expected 66, -32.3%) and ₹497.00 revenue (expected ₹754.91, -34.2%).","['Expected Revenue: ₹754.91 | Reported Revenue: ₹497.00 (Deficit: ₹257.91, 34.2%)', 'Expected Passengers: 66 | Reported Passengers: 45 (Difference: 21, 32.3%)', 'Multi-factor Risk Score: 0.4045 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9728']","{'expected_passengers': 66.4, 'reported_passengers': 45.0, 'passenger_difference': 21.4, 'passenger_pct_difference': 32.27, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 497.0, 'revenue_difference_inr': 257.91, 'revenue_pct_difference': 34.16, 'anomaly_score': 0.9728, 'risk_score': 0.4045, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10169,,257.91,0.9728,Include Route 1324 Trip 10169 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-5725D8684E0B,2026-08-31T04:21:56.084580+00:00,999,1017,NORMAL,0.2647,Nominal Operating Status — Route 999,Trip 1017 operates within nominal baseline parameters (risk score 0.26).,"['Expected Revenue: ₹648.01 | Reported Revenue: ₹607.00 (Deficit: ₹41.01, 6.3%)', 'Expected Passengers: 66 | Reported Passengers: 63 (Difference: 3, 5.1%)', 'Multi-factor Risk Score: 0.2647 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9831']","{'expected_passengers': 66.4, 'reported_passengers': 63.0, 'passenger_difference': 3.4, 'passenger_pct_difference': 5.13, 'expected_revenue_inr': 648.01, 'reported_revenue_inr': 607.0, 'revenue_difference_inr': 41.01, 'revenue_pct_difference': 6.33, 'anomaly_score': 0.9831, 'risk_score': 0.2647, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1017,,41.01,0.9831,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-5746B5A5F713,2026-08-31T04:21:56.084639+00:00,1324,10170,NORMAL,0.2995,Nominal Operating Status — Route 1324,Trip 10170 operates within nominal baseline parameters (risk score 0.30).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹691.00 (Deficit: ₹63.91, 8.5%)', 'Expected Passengers: 57 | Reported Passengers: 52 (Difference: 5, 9.3%)', 'Multi-factor Risk Score: 0.2995 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9570']","{'expected_passengers': 57.3, 'reported_passengers': 52.0, 'passenger_difference': 5.3, 'passenger_pct_difference': 9.27, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 691.0, 'revenue_difference_inr': 63.91, 'revenue_pct_difference': 8.47, 'anomaly_score': 0.957, 'risk_score': 0.2995, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10170,,63.91,0.957,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-1B9CA58072D5,2026-08-31T04:21:56.084694+00:00,1324,10171,NORMAL,0.2394,Nominal Operating Status — Route 1324,Trip 10171 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹785.00 | Reported Revenue: ₹785.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 63 | Reported Passengers: 63 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2394 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9574']","{'expected_passengers': 63.0, 'reported_passengers': 63.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 785.0, 'reported_revenue_inr': 785.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9574, 'risk_score': 0.2394, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10171,,0.0,0.9574,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-3610AB776DCB,2026-08-31T04:21:56.084748+00:00,1324,10172,NORMAL,0.2441,Nominal Operating Status — Route 1324,Trip 10172 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹885.00 | Reported Revenue: ₹885.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 74 | Reported Passengers: 74 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2441 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9764']","{'expected_passengers': 74.0, 'reported_passengers': 74.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 885.0, 'reported_revenue_inr': 885.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9764, 'risk_score': 0.2441, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10172,,0.0,0.9764,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-1B050AA4C833,2026-08-31T04:21:56.084820+00:00,1324,10173,NORMAL,0.2684,Nominal Operating Status — Route 1324,Trip 10173 operates within nominal baseline parameters (risk score 0.27).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹702.00 (Deficit: ₹52.91, 7.0%)', 'Expected Passengers: 64 | Reported Passengers: 60 (Difference: 4, 6.8%)', 'Multi-factor Risk Score: 0.2684 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9526']","{'expected_passengers': 64.4, 'reported_passengers': 60.0, 'passenger_difference': 4.4, 'passenger_pct_difference': 6.83, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 702.0, 'revenue_difference_inr': 52.91, 'revenue_pct_difference': 7.01, 'anomaly_score': 0.9526, 'risk_score': 0.2684, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10173,,52.91,0.9526,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-3692E106E37A,2026-08-31T04:21:56.084887+00:00,1324,10174,MONITOR,0.5477,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 64.5% spatial confidence (estimated impact: ₹494.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹260.00 (Deficit: ₹494.91, 65.6%)', 'Expected Passengers: 103 | Reported Passengers: 62 (Difference: 41, 39.9%)', 'Multi-factor Risk Score: 0.5477 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9901', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.65)']","{'expected_passengers': 103.1, 'reported_passengers': 62.0, 'passenger_difference': 41.1, 'passenger_pct_difference': 39.89, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 260.0, 'revenue_difference_inr': 494.91, 'revenue_pct_difference': 65.56, 'anomaly_score': 0.9901, 'risk_score': 0.5477, 'localization_confidence': 0.6451, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10174,22645_PF3 -> 21173 (Seq 1-37),494.91,0.9901,Include Route 1324 Trip 10174 in automated telemetry monitoring queue for subsequent schedules.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-D03EAA7D0FA9,2026-08-31T04:21:56.084951+00:00,1324,10175,MONITOR,0.5674,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22645_PF3 -> 21173 (Seq 1-37) with 70.0% spatial confidence (estimated impact: ₹499.91).,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹255.00 (Deficit: ₹499.91, 66.2%)', 'Expected Passengers: 101 | Reported Passengers: 59 (Difference: 42, 41.3%)', 'Multi-factor Risk Score: 0.5674 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9897', 'Graph Discrepancy Localized Subpath: 22645_PF3 -> 21173 (Seq 1-37) (Confidence: 0.70)']","{'expected_passengers': 100.6, 'reported_passengers': 59.0, 'passenger_difference': 41.6, 'passenger_pct_difference': 41.33, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 255.0, 'revenue_difference_inr': 499.91, 'revenue_pct_difference': 66.22, 'anomaly_score': 0.9897, 'risk_score': 0.5674, 'localization_confidence': 0.7001, 'localized_subpath': '22645_PF3 -> 21173 (Seq 1-37)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10175,22645_PF3 -> 21173 (Seq 1-37),499.91,0.9897,Include Route 1324 Trip 10175 in automated telemetry monitoring queue for subsequent schedules.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-C1EF6C5AB731,2026-08-31T04:21:56.085025+00:00,1324,10176,MONITOR,0.3104,Operational Review Alert — Route 1324,Trip 10176 on Route 1324 triggered operational monitoring with composite risk score 0.31.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹672.00 (Deficit: ₹82.91, 11.0%)', 'Expected Passengers: 58 | Reported Passengers: 51 (Difference: 7, 11.9%)', 'Multi-factor Risk Score: 0.3104 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9572']","{'expected_passengers': 57.9, 'reported_passengers': 51.0, 'passenger_difference': 6.9, 'passenger_pct_difference': 11.9, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 672.0, 'revenue_difference_inr': 82.91, 'revenue_pct_difference': 10.98, 'anomaly_score': 0.9572, 'risk_score': 0.3104, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10176,,82.91,0.9572,Include Route 1324 Trip 10176 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-6DDD35261D28,2026-08-31T04:21:56.085088+00:00,1324,10177,MONITOR,0.3297,Operational Review Alert — Route 1324,Trip 10177 on Route 1324 triggered operational monitoring with composite risk score 0.33.,"['Expected Revenue: ₹754.91 | Reported Revenue: ₹606.00 (Deficit: ₹148.91, 19.7%)', 'Expected Passengers: 65 | Reported Passengers: 53 (Difference: 12, 18.9%)', 'Multi-factor Risk Score: 0.3297 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9526']","{'expected_passengers': 65.4, 'reported_passengers': 53.0, 'passenger_difference': 12.4, 'passenger_pct_difference': 18.93, 'expected_revenue_inr': 754.91, 'reported_revenue_inr': 606.0, 'revenue_difference_inr': 148.91, 'revenue_pct_difference': 19.73, 'anomaly_score': 0.9526, 'risk_score': 0.3297, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10177,,148.91,0.9526,Include Route 1324 Trip 10177 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
